"id","question","sparql","answer_uri","answer_label","frame"
"119","Quale persona ha creato  Tutti al college?","select  ?o    {    <http://dbpedia.org/resource/A_Different_World> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Cosby","Bill Cosby","VP"
"120","Chi creare  A Fazenda?","select  ?o    {    <http://dbpedia.org/resource/A_Fazenda> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sony_Pictures_Television","Sony Pictures Television","VP"
"121","Chi ha creato  A Fazenda?","select  ?o    {    <http://dbpedia.org/resource/A_Fazenda> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sony_Pictures_Television","Sony Pictures Television","VP"
"122","Quale persona creare  A Fazenda?","select  ?o    {    <http://dbpedia.org/resource/A_Fazenda> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sony_Pictures_Television","Sony Pictures Television","VP"
"123","Quale persona ha creato  A Fazenda?","select  ?o    {    <http://dbpedia.org/resource/A_Fazenda> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sony_Pictures_Television","Sony Pictures Television","VP"
"124","Chi creare  A Gifted Man?","select  ?o    {    <http://dbpedia.org/resource/A_Gifted_Man> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Susannah_Grant","Susannah Grant","VP"
"125","Chi ha creato  A Gifted Man?","select  ?o    {    <http://dbpedia.org/resource/A_Gifted_Man> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Susannah_Grant","Susannah Grant","VP"
"126","Quale persona creare  A Gifted Man?","select  ?o    {    <http://dbpedia.org/resource/A_Gifted_Man> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Susannah_Grant","Susannah Grant","VP"
"127","Quale persona ha creato  A Gifted Man?","select  ?o    {    <http://dbpedia.org/resource/A_Gifted_Man> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Susannah_Grant","Susannah Grant","VP"
"128","Chi creare  A Lei do Amor?","select  ?o    {    <http://dbpedia.org/resource/A_Lei_do_Amor> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maria_Adelaide_Amaral","Maria Adelaide Amaral","VP"
"129","Chi ha creato  A Lei do Amor?","select  ?o    {    <http://dbpedia.org/resource/A_Lei_do_Amor> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maria_Adelaide_Amaral","Maria Adelaide Amaral","VP"
"130","Quale persona creare  A Lei do Amor?","select  ?o    {    <http://dbpedia.org/resource/A_Lei_do_Amor> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maria_Adelaide_Amaral","Maria Adelaide Amaral","VP"
"131","Quale persona ha creato  A Lei do Amor?","select  ?o    {    <http://dbpedia.org/resource/A_Lei_do_Amor> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Maria_Adelaide_Amaral","Maria Adelaide Amaral","VP"
"132","Chi creare  Questione di pane o di morte?","select  ?o    {    <http://dbpedia.org/resource/A_Matter_of_Loaf_and_Death> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Nick_Park","Nick Park","VP"
"133","Chi ha creato  Questione di pane o di morte?","select  ?o    {    <http://dbpedia.org/resource/A_Matter_of_Loaf_and_Death> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Nick_Park","Nick Park","VP"
"134","Quale persona creare  Questione di pane o di morte?","select  ?o    {    <http://dbpedia.org/resource/A_Matter_of_Loaf_and_Death> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Nick_Park","Nick Park","VP"
"135","Quale persona ha creato  Questione di pane o di morte?","select  ?o    {    <http://dbpedia.org/resource/A_Matter_of_Loaf_and_Death> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Nick_Park","Nick Park","VP"
"136","Chi creare  A State of Trance?","select  ?o    {    <http://dbpedia.org/resource/A_State_of_Trance> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Armin_van_Buuren","Armin van Buuren","VP"
"137","Chi ha creato  A State of Trance?","select  ?o    {    <http://dbpedia.org/resource/A_State_of_Trance> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Armin_van_Buuren","Armin van Buuren","VP"
"138","Quale persona creare  A State of Trance?","select  ?o    {    <http://dbpedia.org/resource/A_State_of_Trance> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Armin_van_Buuren","Armin van Buuren","VP"
"139","Quale persona ha creato  A State of Trance?","select  ?o    {    <http://dbpedia.org/resource/A_State_of_Trance> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Armin_van_Buuren","Armin van Buuren","VP"
"140","Chi creare  A for Andromeda film?","select  ?o    {    <http://dbpedia.org/resource/A_for_Andromeda_(2006_film)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Fred_Hoyle","Fred Hoyle","VP"
"141","Chi ha creato  A for Andromeda film?","select  ?o    {    <http://dbpedia.org/resource/A_for_Andromeda_(2006_film)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Fred_Hoyle","Fred Hoyle","VP"
"142","Quale persona creare  A for Andromeda film?","select  ?o    {    <http://dbpedia.org/resource/A_for_Andromeda_(2006_film)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Fred_Hoyle","Fred Hoyle","VP"
"143","Quale persona ha creato  A for Andromeda film?","select  ?o    {    <http://dbpedia.org/resource/A_for_Andromeda_(2006_film)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Fred_Hoyle","Fred Hoyle","VP"
"144","Chi creare  Aaahh!!! Real Monsters?","select  ?o    {    <http://dbpedia.org/resource/Aaahh!!!_Real_Monsters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gábor_Csupó","Gábor Csupó","VP"
"145","Chi ha creato  Aaahh!!! Real Monsters?","select  ?o    {    <http://dbpedia.org/resource/Aaahh!!!_Real_Monsters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gábor_Csupó","Gábor Csupó","VP"
"146","Quale persona creare  Aaahh!!! Real Monsters?","select  ?o    {    <http://dbpedia.org/resource/Aaahh!!!_Real_Monsters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gábor_Csupó","Gábor Csupó","VP"
"147","Quale persona ha creato  Aaahh!!! Real Monsters?","select  ?o    {    <http://dbpedia.org/resource/Aaahh!!!_Real_Monsters> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gábor_Csupó","Gábor Csupó","VP"
"148","Chi creare  Absolutely Fabulous?","select  ?o    {    <http://dbpedia.org/resource/Absolutely_Fabulous> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dawn_French","Dawn French","VP"
"149","Chi ha creato  Absolutely Fabulous?","select  ?o    {    <http://dbpedia.org/resource/Absolutely_Fabulous> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dawn_French","Dawn French","VP"
"150","Quale persona creare  Absolutely Fabulous?","select  ?o    {    <http://dbpedia.org/resource/Absolutely_Fabulous> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dawn_French","Dawn French","VP"
"151","Quale persona ha creato  Absolutely Fabulous?","select  ?o    {    <http://dbpedia.org/resource/Absolutely_Fabulous> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dawn_French","Dawn French","VP"
"152","Chi creare  Una famiglia si fa per dire?","select  ?o    {    <http://dbpedia.org/resource/Accidental_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Melville_Shavelson","Melville Shavelson","VP"
"153","Chi ha creato  Una famiglia si fa per dire?","select  ?o    {    <http://dbpedia.org/resource/Accidental_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Melville_Shavelson","Melville Shavelson","VP"
"154","Quale persona creare  Una famiglia si fa per dire?","select  ?o    {    <http://dbpedia.org/resource/Accidental_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Melville_Shavelson","Melville Shavelson","VP"
"155","Quale persona ha creato  Una famiglia si fa per dire?","select  ?o    {    <http://dbpedia.org/resource/Accidental_Family> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Melville_Shavelson","Melville Shavelson","VP"
"156","Chi creare  Incinta per caso?","select  ?o    {    <http://dbpedia.org/resource/Accidentally_on_Purpose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Claudia_Lonow","Claudia Lonow","VP"
"157","Chi ha creato  Incinta per caso?","select  ?o    {    <http://dbpedia.org/resource/Accidentally_on_Purpose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Claudia_Lonow","Claudia Lonow","VP"
"158","Quale persona creare  Incinta per caso?","select  ?o    {    <http://dbpedia.org/resource/Accidentally_on_Purpose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Claudia_Lonow","Claudia Lonow","VP"
"159","Quale persona ha creato  Incinta per caso?","select  ?o    {    <http://dbpedia.org/resource/Accidentally_on_Purpose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Claudia_Lonow","Claudia Lonow","VP"
"160","Chi creare  Action Man serie animata 2000?","select  ?o    {    <http://dbpedia.org/resource/Action_Man_(2000_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hasbro","Hasbro","VP"
"161","Chi ha creato  Action Man serie animata 2000?","select  ?o    {    <http://dbpedia.org/resource/Action_Man_(2000_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hasbro","Hasbro","VP"
"162","Quale persona creare  Action Man serie animata 2000?","select  ?o    {    <http://dbpedia.org/resource/Action_Man_(2000_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hasbro","Hasbro","VP"
"163","Quale persona ha creato  Action Man serie animata 2000?","select  ?o    {    <http://dbpedia.org/resource/Action_Man_(2000_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Hasbro","Hasbro","VP"
"164","Chi creare  La costola di Adamo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Adam's_Rib_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_H._Hunt","Peter H. Hunt","VP"
"165","Chi ha creato  La costola di Adamo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Adam's_Rib_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_H._Hunt","Peter H. Hunt","VP"
"166","Quale persona creare  La costola di Adamo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Adam's_Rib_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_H._Hunt","Peter H. Hunt","VP"
"167","Quale persona ha creato  La costola di Adamo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Adam's_Rib_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Peter_H._Hunt","Peter H. Hunt","VP"
"168","Chi creare  Adam-12 serie televisiva 1968?","select  ?o    {    <http://dbpedia.org/resource/Adam-12> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"169","Chi ha creato  Adam-12 serie televisiva 1968?","select  ?o    {    <http://dbpedia.org/resource/Adam-12> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"170","Quale persona creare  Adam-12 serie televisiva 1968?","select  ?o    {    <http://dbpedia.org/resource/Adam-12> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"171","Quale persona ha creato  Adam-12 serie televisiva 1968?","select  ?o    {    <http://dbpedia.org/resource/Adam-12> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jack_Webb","Jack Webb","VP"
"172","Chi creare  Adam Warlock?","select  ?o    {    <http://dbpedia.org/resource/Adam_Warlock> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gil_Kane","Gil Kane","VP"
"173","Chi ha creato  Adam Warlock?","select  ?o    {    <http://dbpedia.org/resource/Adam_Warlock> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gil_Kane","Gil Kane","VP"
"174","Quale persona creare  Adam Warlock?","select  ?o    {    <http://dbpedia.org/resource/Adam_Warlock> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gil_Kane","Gil Kane","VP"
"175","Quale persona ha creato  Adam Warlock?","select  ?o    {    <http://dbpedia.org/resource/Adam_Warlock> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gil_Kane","Gil Kane","VP"
"176","Chi creare  Adrian serie animata?","select  ?o    {    <http://dbpedia.org/resource/Adrian_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adriano_Celentano","Adriano Celentano","VP"
"177","Chi ha creato  Adrian serie animata?","select  ?o    {    <http://dbpedia.org/resource/Adrian_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adriano_Celentano","Adriano Celentano","VP"
"178","Quale persona creare  Adrian serie animata?","select  ?o    {    <http://dbpedia.org/resource/Adrian_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adriano_Celentano","Adriano Celentano","VP"
"179","Quale persona ha creato  Adrian serie animata?","select  ?o    {    <http://dbpedia.org/resource/Adrian_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Adriano_Celentano","Adriano Celentano","VP"
"180","Chi creare  Adventure Time?","select  ?o    {    <http://dbpedia.org/resource/Adventure_Time> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pendleton_Ward","Pendleton Ward","VP"
"181","Chi ha creato  Adventure Time?","select  ?o    {    <http://dbpedia.org/resource/Adventure_Time> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pendleton_Ward","Pendleton Ward","VP"
"182","Quale persona creare  Adventure Time?","select  ?o    {    <http://dbpedia.org/resource/Adventure_Time> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pendleton_Ward","Pendleton Ward","VP"
"183","Quale persona ha creato  Adventure Time?","select  ?o    {    <http://dbpedia.org/resource/Adventure_Time> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pendleton_Ward","Pendleton Ward","VP"
"184","Chi creare  Avventure in paradiso?","select  ?o    {    <http://dbpedia.org/resource/Adventures_in_Paradise_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_A._Michener","James Albert Michener","VP"
"185","Chi ha creato  Avventure in paradiso?","select  ?o    {    <http://dbpedia.org/resource/Adventures_in_Paradise_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_A._Michener","James Albert Michener","VP"
"186","Quale persona creare  Avventure in paradiso?","select  ?o    {    <http://dbpedia.org/resource/Adventures_in_Paradise_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_A._Michener","James Albert Michener","VP"
"187","Quale persona ha creato  Avventure in paradiso?","select  ?o    {    <http://dbpedia.org/resource/Adventures_in_Paradise_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_A._Michener","James Albert Michener","VP"
"188","Chi creare  Una sirenetta innamorata?","select  ?o    {    <http://dbpedia.org/resource/Adventures_of_the_Little_Mermaid> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"189","Chi ha creato  Una sirenetta innamorata?","select  ?o    {    <http://dbpedia.org/resource/Adventures_of_the_Little_Mermaid> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"190","Quale persona creare  Una sirenetta innamorata?","select  ?o    {    <http://dbpedia.org/resource/Adventures_of_the_Little_Mermaid> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"191","Quale persona ha creato  Una sirenetta innamorata?","select  ?o    {    <http://dbpedia.org/resource/Adventures_of_the_Little_Mermaid> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"192","Chi creare  Africa's Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Africa's_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"193","Chi ha creato  Africa's Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Africa's_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"194","Quale persona creare  Africa's Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Africa's_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"195","Quale persona ha creato  Africa's Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Africa's_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
